Name,Nation,Position,Team,Age,Matches Played,Starts,Minutes,Goals,Assists,Yellow Cards,Red Cards,xG,xAG,PrgC,PrgP_x,PrgR_x,Goals per 90,Assists per 90,xG per 90,xAG per 90,Goals against per 90,Save%,Clean Sheets %,Penalty Save %,Shoots on target percentage,Shoot on target per 90,Goals per shot,Average shoot distance,Pass completed,Pass completion,Progressive passing distance,Short pass completion,Medium pass completion,Long pass completion,Key passes,Pass in to final third,Pass in to penalty are,CrsPA,PrgP_y,SCA,SCA90,GCA,GCA90,Tkl,TklW,Att,Lost_x,Blocks,Sh,Pass,Int,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,att,Succ%,Tkld%,Carries,ProDist,ProgC,1/3,CPA,Mis,Dis,Rec,PrgR_y,Fls,Fld,Off,Crs,Recov,Won,Lost_y,Won%,transfer_value
Wilfred Ndidi,ng NGA,MF,Leicester City,28-143,26,26,2147.0,0,4,8,0,2.0,1.8,17,65,75,0.0,0.17,0.09,0.08,N/a,N/a,N/a,N/a,36.4,0.34,0.0,13.9,775,80.3,11104,87.0,82.1,54.5,15,62,10,3,65,1.13,25,0.13,3,81,50,54,27,47,19,28,26,1298,113,430,634,246,60,32,13,53.1,628,1029,17,23,2,34,33,772,75,39,17,3,30,121,55,55,50.0,€20.3M
Will Hughes,eng ENG,MF,Crystal Palace,30-021,30,21,1899.0,0,3,11,0,1.0,2.7,19,83,24,0.0,0.14,0.05,0.13,N/a,N/a,N/a,N/a,5.0,0.05,0.0,22.5,672,75.8,10702,88.8,82.5,35.8,29,69,14,3,83,2.89,38,0.28,2,61,33,59,32,30,14,16,19,1096,42,259,562,287,15,14,4,42.9,478,1132,19,22,1,20,24,606,24,60,30,0,68,110,17,17,50.0,€11.1M
William Saliba,fr FRA,DF,Arsenal,24-045,33,33,2904.0,2,0,2,1,2.3,0.9,16,134,6,0.06,0.0,0.07,0.03,N/a,N/a,N/a,N/a,33.3,0.06,0.33,5.4,2320,94.2,39927,95.7,96.0,79.9,7,175,6,0,134,0.81,24,0.03,1,60,36,27,6,24,15,9,21,2717,178,1072,1519,141,18,19,12,31.6,1675,4013,16,17,1,18,7,2056,6,28,17,1,3,146,58,35,62.4,€79.5M
Wout Faes,be BEL,DF,Leicester City,27-035,31,27,2545.0,1,0,4,0,1.4,0.1,12,80,1,0.04,0.0,0.05,0.0,N/a,N/a,N/a,N/a,9.1,0.04,0.09,10.0,1252,87.7,23226,93.8,95.0,53.7,4,79,6,0,80,0.6,15,0.0,0,39,23,43,20,45,33,12,26,1735,277,852,824,67,26,6,5,16.7,1011,2703,12,13,2,16,6,1154,1,21,10,1,5,87,41,34,54.7,€25M
Yankuba Minteh,gm GAM,"FW,MF",Brighton,20-290,29,17,1587.0,6,4,6,0,4.0,4.7,71,40,163,0.34,0.23,0.22,0.27,N/a,N/a,N/a,N/a,50.0,0.85,0.2,13.5,297,62.3,4794,78.3,61.9,47.5,25,13,29,8,40,3.07,31,0.62,5,45,32,45,28,20,0,20,11,723,30,129,204,408,121,84,40,44.0,410,1768,71,19,56,44,21,423,163,20,10,4,76,75,16,32,33.3,€42.6M
Yasin Ayari,se SWE,MF,Brighton,21-214,31,19,1759.0,1,1,3,0,2.2,2.2,30,69,59,0.05,0.05,0.11,0.11,N/a,N/a,N/a,N/a,28.0,0.36,0.04,19.0,713,81.2,10693,91.5,84.7,37.1,28,52,17,4,69,2.97,35,0.31,4,54,29,51,30,23,6,17,20,1119,52,247,569,320,43,41,17,36.6,585,1398,30,25,6,34,21,716,59,33,23,3,64,107,14,20,41.2,€21.4M
Yehor Yarmoliuk,ua UKR,MF,Brentford,21-068,28,12,1196.0,0,0,5,0,0.6,0.9,15,52,44,0.0,0.0,0.05,0.07,N/a,N/a,N/a,N/a,22.2,0.15,0.0,15.9,535,85.5,9305,86.4,88.4,83.8,9,62,7,4,52,1.66,19,0.15,2,39,24,46,23,24,7,17,10,794,52,219,411,179,15,21,10,42.9,410,748,15,17,3,24,16,493,44,13,9,2,16,92,8,7,53.3,€18M
Yoane Wissa,cd COD,FW,Brentford,28-247,32,31,2650.0,18,3,2,0,16.5,1.8,51,57,135,0.61,0.1,0.56,0.06,N/a,N/a,N/a,N/a,46.3,1.26,0.23,13.4,408,76.1,5924,85.1,75.3,57.8,23,41,9,1,57,2.07,36,0.27,7,22,12,27,16,29,8,21,8,850,32,130,348,387,147,45,13,51.1,497,1452,51,23,28,70,29,599,135,28,47,14,20,67,29,34,46.0,€31.4M
Youri Tielemans,be BEL,MF,Aston Villa,28-001,35,35,2997.0,3,7,4,0,3.1,6.9,39,234,48,0.09,0.21,0.09,0.21,N/a,N/a,N/a,N/a,31.6,0.36,0.08,20.3,1679,82.1,28817,89.7,87.4,54.1,59,228,37,4,234,3.57,78,0.36,9,83,57,73,33,37,16,21,22,2361,100,472,1357,557,42,60,31,30.0,1275,2541,39,26,9,30,29,1654,48,41,56,0,118,145,22,18,55.0,€41.5M
Yukinari Sugawara,jp JPN,"DF,MF",Southampton,24-314,29,15,1467.0,1,1,4,0,0.5,2.2,32,68,76,0.06,0.06,0.03,0.14,N/a,N/a,N/a,N/a,38.5,0.31,0.08,19.2,689,79.9,10831,88.2,82.9,47.9,17,43,21,9,68,2.39,30,0.06,1,29,16,30,12,17,7,10,10,1023,61,306,395,327,29,20,9,50.0,553,1354,32,15,7,18,4,692,76,15,9,4,69,40,5,9,35.7,€15.7M
Yves Bissouma,ml MLI,MF,Tottenham,28-251,25,16,1300.0,2,0,7,0,0.6,0.3,15,72,3,0.14,0.0,0.04,0.02,N/a,N/a,N/a,N/a,36.4,0.28,0.18,23.4,717,89.2,10833,92.7,92.9,63.2,6,59,10,1,72,1.04,14,0.0,0,47,29,33,15,9,6,3,16,981,63,282,554,151,5,21,7,66.7,577,1526,15,17,0,25,15,669,3,23,18,0,2,78,5,7,41.7,€29.8M
Álex Moreno,es ESP,"DF,MF",Nott'ham Forest,31-334,15,11,955.0,0,1,2,0,0.2,1.3,26,34,34,0.0,0.09,0.02,0.12,N/a,N/a,N/a,N/a,0.0,0.0,0.0,23.7,308,72.0,4574,87.6,64.2,35.0,8,25,9,2,34,1.51,15,0.19,2,25,18,39,24,11,5,6,15,559,60,210,202,158,8,21,8,38.1,229,864,26,16,4,13,6,258,34,12,6,0,19,50,3,11,21.4,€11M
İlkay Gündoğan,de GER,MF,Manchester City,34-196,31,23,2050.0,0,5,1,0,2.7,2.8,57,115,86,0.0,0.22,0.12,0.12,N/a,N/a,N/a,N/a,20.0,0.22,0.0,18.3,1408,89.3,21666,94.4,91.9,62.9,37,97,21,2,115,3.25,58,0.48,9,24,13,23,13,14,0,14,13,1748,43,256,848,664,60,35,16,37.1,1035,2813,57,52,9,27,24,1366,86,15,21,0,57,105,13,11,54.2,€12.1M
Łukasz Fabiański,pl POL,GK,West Ham,40-020,13,12,1070.0,0,0,2,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.68,74.6,16.7,0.0,,0.0,,,304,67.0,8756,100.0,99.3,41.3,0,4,0,0,0,0.25,2,0.0,0,0,0,1,1,0,0,0,0,488,382,483,5,0,0,2,2,0.0,258,845,0,0,0,0,0,227,0,2,1,0,0,5,2,1,66.7,€0.9M
